5,33683,4264
5,28316,88204
5,27680,81152
5,27575,60256
5,27437,111601
5,26032,64644
5,23457,94606
5,22881,4643
5,21819,87873
5,21798,83620
5,20457,117955
5,20223,71293
5,19780,1888
5,18483,45517
5,17522,28678
5,16040,108187
5,15212,18719
5,13349,19804
5,11676,74640
5,8469,57585
5,6170,113937
5,4771,22471
5,3133,67761
6,122866,16267
6,121026,46307
6,120810,46510
6,119694,96768
6,118164,62674
6,117344,115727
6,117176,96592
6,117118,53731
6,115774,116181
6,114516,21956
6,113996,110319
6,111736,81583
6,110927,87735
6,109012,92813
6,107057,62688
6,107043,34516
6,107018,115194
6,105840,114955
6,103511,115827
6,100263,29499
6,100223,57186
6,99566,55588
6,98883,49805
6,98130,12975
6,95911,73669
6,95292,11893
6,94402,91120
6,94253,118875
6,93354,110294
6,92229,75606
6,86645,51982
6,85458,87925
6,82074,72910
6,80386,89658
6,79771,23818
6,79416,84804
6,77015,10228
6,76761,87852
6,70377,56099
6,69493,30390
6,68152,123436
6,66071,94179
6,62229,81573
6,59276,111825
6,59067,56645
6,58913,48472
6,57421,14955
6,54582,93140
6,52730,44810
6,50444,41283
6,50092,56645
6,49770,17018
6,49005,60530
6,48372,393
6,48074,106267
6,47517,23176
6,46179,2496
6,44049,72743
6,42933,46041
6,42387,91049
6,40899,91074
6,40643,62858
6,37953,11955
6,36400,87332
6,36194,34781
6,36081,100058
6,32769,48412
6,32730,46065
6,32667,36016
6,31507,48332
6,29812,111002
6,27032,93427
6,24467,75865
6,22606,36649
6,21951,31201
6,21104,49805
6,20948,47473
6,20670,59630
6,19602,115147
6,17948,49374
6,16517,80178
6,16467,64174
6,14015,76843
6,13706,70810
6,11888,79328
6,11402,26094
6,11299,54762
6,10552,91658
6,10302,110551
6,9541,68901
6,9297,16407
6,7802,66350
6,5811,122570
6,4994,44469
6,4068,60046
7,115217,101009
7,103217,112970
7,98110,114173
7,97885,15079
7,89639,9256
7,84844,49083
7,74951,38991
7,65299,67863
7,47749,27958
7,26804,118281
7,22545,110625
7,15329,80541
7,15280,78485
7,14824,5137
7,13394,103084
7,4553,96075
7,1177,14761
8,116197,15288
8,115455,26636
8,115148,49582
8,110875,50839
8,109997,110847
8,106717,118139
8,103217,112970
8,102842,38945
8,102752,100624
8,101262,73681
8,97436,60817
8,97268,112015
8,96667,15525
8,94541,54847
8,94179,70006
8,92263,64645
8,89982,71592
8,88595,113810
8,88435,19233
8,87820,105738
8,87521,101323
8,86326,23830
8,85143,25499
8,83990,98376
8,81351,120642
8,80898,92655
8,80300,94845
8,79849,8398
8,78461,66358
8,76149,38944
8,74083,22928
8,70656,62791
8,69848,111192
8,67554,15525
8,66778,107775
8,66103,45802
8,66071,70006
8,65299,67863
8,60670,87241
8,56265,34065
8,55241,91668
8,53507,14932
8,51952,66243
8,51863,121487
8,50430,103368
8,50218,55784
8,47589,68051
8,47141,87546
8,46340,93200
8,39947,100495
8,39122,95101
8,38948,40995
8,38285,2785
8,37425,61690
8,34957,107712
8,34938,82446
8,33432,46210
8,33309,113564
8,32003,88179
8,31301,118134
8,31201,93751
8,29454,73285
8,27046,27609
8,24699,19733
8,21640,52153
8,19395,104059
8,18134,104002
8,18106,123567
8,17830,109351
8,11670,47352
8,9931,1489
8,7184,89958
8,7088,7882
8,7081,84707
8,7068,9420
8,5548,20466
8,4237,50352
8,3072,2065
8,2061,31340
8,1865,83545
8,1470,54630
8,1344,38807
8,407,57846
8,86,59365
9,123458,78999
9,123272,36570
9,122821,106513
9,121332,87877
9,119061,108924
9,116439,11537
9,114746,67217
9,114745,33478
9,114582,55936
9,111581,49825
9,109102,95462
9,108791,12722
9,108322,45969
9,104518,61666
9,102992,55606
9,102051,115856
9,102005,51162
9,99220,69207
9,99215,35323
9,98218,49938
9,94248,16399
9,93566,47863
9,93426,78552
9,90708,42199
9,86458,78019
9,83349,83500
9,79999,96618
9,79497,44125
9,78704,90481
9,78414,46864
9,77773,115990
9,75225,14421
9,74751,118619
9,73241,42789
9,71731,50001
9,69277,2714
9,67693,78358
9,66289,66570
9,65817,107359
9,63271,115829
9,63143,73572
9,62791,102522
9,59740,66026
9,59685,14421
9,58943,46589
9,57789,121649
9,54175,107782
9,52474,105937
9,50551,54942
9,46800,39593
9,46069,115856
9,44528,50218
9,43793,76797
9,43522,79771
9,41784,107760
9,39321,103799
9,39320,47779
9,35202,84388
9,35114,87848
9,32838,7323
9,30526,74500
9,29553,102279
9,29126,79312
9,23170,29602
9,22305,47630
9,22058,90844
9,21073,102887
9,20566,70898
9,19993,50218
9,17712,107633
9,8926,105356
9,7167,99587
9,5462,19711
9,4989,26574
9,2907,121617
9,2671,41386
9,1381,77520
10,111343,104092
10,109377,30526
10,105975,34729
10,92369,115553
10,85870,36236
10,84505,94639
10,83470,86008
10,73461,68561
10,67257,64983
10,61010,99139
10,59685,14421
10,59286,37094
10,58659,4205
10,54904,39146
10,52551,120650
10,51736,108396
10,47130,25552
10,46186,40708
10,44253,46374
10,36704,110567
10,34889,106396
10,33252,14125
10,32618,53592
10,25563,31292
10,24262,82660
10,23993,51124
10,23918,19749
10,21187,93509
10,20046,87343
10,17735,7909
10,15764,99351
10,210,86889
11,121122,62536
11,120958,22505
11,119704,48891
11,117804,69069
11,115295,37482
11,115226,59881
11,115194,94475
11,111581,49825
11,111335,108459
11,109883,40541
11,106645,76405
11,104097,112652
11,102993,18954
11,101816,99607
11,98883,49805
11,96768,97173
11,95460,105429
11,94309,94399
11,93791,2443
11,93338,94778
11,92766,74320
11,92113,84521
11,85143,25499
11,83870,60831
11,83518,109271
11,82956,74381
11,82319,122159
11,81850,100876
11,81790,75088
11,80739,58075
11,78929,42102
11,77770,20732
11,76095,36010
11,72572,77672
11,71562,30941
11,71560,98163
11,68258,25321
11,67512,76403
11,66208,110909
11,62083,45707
11,61952,39754
11,60520,38381
11,58949,26958
11,58182,75699
11,57292,33432
11,56677,49576
11,56167,96195
11,53117,68997
11,53098,19868
11,52818,92076
11,52682,93684
11,52540,2611
11,50854,11622
11,50277,12155
11,49552,6426
11,48997,101376
11,47355,17948
11,47155,70019
11,43744,93567
11,42684,69476
11,39775,66552
11,37764,86262
11,36566,72305
11,35373,81003
11,34071,12969
11,33713,122238
11,31294,47965
11,30149,72244
11,28955,113862
11,26256,101994
11,22890,89138
11,19323,80300
11,17819,112746
11,17557,69915
11,14421,7802
11,12880,51791
11,11700,43439
11,10827,106447
11,10789,75632
11,8149,39574
11,7194,105096
11,6463,7852
11,6321,5548
11,6020,117
11,5462,19711
11,4729,26537
11,4244,51789
11,472,14604
12,123386,37451
12,118923,18483
12,115375,35134
12,115361,56229
12,115008,55190
12,114955,46488
12,114764,66071
12,114747,116279
12,113540,49015
12,110664,77646
12,110213,76786
12,107018,115194
12,106694,32145
12,104118,65914
12,103766,93179
12,103180,64910
12,100179,91556
12,97209,52418
12,97107,96076
12,94475,85575
12,94005,69524
12,93166,87521
12,92931,42322
12,91520,33212
12,91035,119980
12,89872,24533
12,88815,6228
12,87714,15524
12,87530,28064
12,83479,2909
12,82228,75203
12,79598,83734
12,78552,80601
12,77339,33600
12,76763,35191
12,75761,119593
12,74689,116154
12,71435,114146
12,71126,29275
12,70377,56099
12,69565,58742
12,68452,73484
12,67131,68232
12,65939,105869
12,59840,98042
12,59839,50165
12,53543,73541
12,50943,105341
12,44125,64942
12,41868,119694
12,33168,107416
12,31904,99214
12,31795,87342
12,30426,79251
12,29590,24641
12,28972,53624
12,28185,89132
12,27990,21280
12,20076,27480
12,18943,101188
12,15688,46424
12,13397,97006
12,13341,101136
12,13234,103437
12,12871,73190
12,12567,16665
12,11823,115148
12,11187,69215
12,10966,1107
12,10189,22213
12,9559,63281
12,7534,51104
12,7192,73381
12,7167,99587
12,6618,37377
12,5301,90267
12,5226,107758
12,4741,116713
12,4019,121332
12,158,113672
13,122334,109051
13,115207,44271
13,107526,69216
13,102842,38945
13,102819,71390
13,98332,79725
13,98099,98904
13,92113,84521
13,91722,20948
13,90232,120556
13,88038,8300
13,84482,30883
13,72910,93565
13,71744,52000
13,66416,41761
13,62658,4237
13,62195,86298
13,55241,91668
13,53815,24759
13,52071,49552
13,51692,44381
13,50656,114976
13,49022,82442
13,43284,42129
13,43175,79
13,39166,8651
13,34551,13544
13,30390,59865
13,27581,120065
13,26032,64644
13,24340,33416
13,21951,31201
13,17948,49374
13,13663,72398
13,11636,43522
13,9259,33355
13,8741,81717
13,8670,37322
13,5830,32635
13,2696,92195
13,1590,22548
13,1342,120671
14,122118,78930
14,118903,81676
14,118786,36398
14,115849,5279
14,115189,121334
14,115188,77289
14,115186,1887
14,114653,100425
14,114616,45569
14,112801,18787
14,112193,114240
14,111343,104092
14,110294,54846
14,109431,52295
14,106214,9432
14,103776,28608
14,99587,85656
14,99565,63560
14,95773,36386
14,92107,71494
14,92091,83903
14,89277,80991
14,87507,12427
14,87015,83490
14,84393,11076
14,82069,45318
14,78628,40667
14,78315,115446
14,77968,50843
14,74464,20647
14,73979,8146
14,73957,41293
14,72006,9046
14,70377,56099
14,69508,35096
14,68912,25486
14,68907,418
14,67440,19391
14,65961,16466
14,64999,58599
14,64644,34964
14,63572,63835
14,58658,92416
14,54173,54855
14,49086,60002
14,48989,39047
14,48500,114663
14,46407,38404
14,44117,110239
14,43708,16296
14,42566,50923
14,41927,87275
14,41303,47334
14,40897,23454
14,40571,83699
14,32471,115481
14,32469,49050
14,32465,60465
14,27876,93822
14,27875,76763
14,26695,30789
14,18839,109688
14,16404,39687
14,15625,121307
14,14515,73188
14,12113,7991
14,9956,117257
14,1137,94867
14,339,25261
15,118294,88972
15,117933,117612
15,115988,75979
15,109841,19701
15,108404,61507
15,107489,82866
15,105762,17484
15,105761,36769
15,105390,116183
15,101554,57792
15,99220,69207
15,97239,116125
15,95222,74621
15,94119,87501
15,93606,74917
15,90191,102392
15,86328,25793
15,84520,24286
15,83192,67854
15,83094,56833
15,82862,32481
15,78503,74439
15,78091,22573
15,77255,73526
15,76204,56554
15,76202,95158
15,75214,90473
15,72384,35332
15,72011,8472
15,71711,50604
15,67956,35760
15,65286,104075
15,64552,50903
15,62861,55413
15,62707,3276
15,62247,123123
15,61117,24889
15,61116,89523
15,59293,106645
15,55603,20032
15,55010,13349
15,54253,38687
15,53648,71872
15,53005,24816
15,51764,30087
15,51617,87592
15,50475,103652
15,49946,68642
15,47630,110044
15,45601,23600
15,41741,13434
15,35867,71369
15,31379,85135
15,31372,35209
15,31371,90819
15,24732,65179
15,24506,105838
15,21630,100787
15,20798,82750
15,20767,100432
15,20766,29042
15,20765,35470
15,20466,103253
15,19502,70692
15,18257,64482
15,18112,91136
15,14262,14668
15,12646,109253
15,12305,83458
15,7995,4752
15,5865,5750
15,3165,96729
15,2039,114545
15,705,91850
16,122226,95556
16,119628,119429
16,119587,104210
16,119586,28188
16,118213,98013
16,114818,100118
16,112461,40584
16,111221,65130
16,110965,52440
16,109048,109891
16,105025,33208
16,104329,23615
16,103493,97283
16,103270,1376
16,103101,26136
16,102993,18954
16,100449,21681
16,98305,101013
16,98270,75379
16,96468,8508
16,93643,69063
16,93374,36452
16,91710,121338
16,90986,101414
16,88765,31390
16,86428,9585
16,84938,106445
16,78496,83112
16,75824,107710
16,73395,44210
16,71977,83883
16,66389,114743
16,66139,32726
16,64565,71523
16,64005,67711
16,62297,86860
16,61521,67224
16,60993,52940
16,59022,95665
16,58796,65951
16,57590,9777
16,57453,70061
16,57436,107047
16,51501,56553
16,50539,19939
16,49671,109887
16,48047,49922
16,46493,86937
16,45675,23466
16,45278,118568
16,43939,82846
16,43430,99281
16,41189,52892
16,39934,55495
16,38276,79821
16,36844,80530
16,36020,120241
16,35710,69925
16,31858,40046
16,31402,78524
16,28383,102115
16,28323,87849
16,27604,75734
16,26998,98066
16,24536,100477
16,23323,4776
16,22881,4643
16,18798,69621
16,18678,93366
16,17478,35109
16,13707,54465
16,10851,121900
16,7678,13866
16,6750,78870
16,5022,924
16,44,82569
17,122597,91022
17,121920,40135
17,121181,34071
17,120874,37132
17,119368,15690
17,119100,111431
17,112415,5689
17,109441,50551
17,108028,19218
17,107012,87539
17,104748,72899
17,104004,86363
17,101913,55303
17,91445,121122
17,87696,55991
17,86614,117765
17,84165,96160
17,83066,17211
17,77564,60666
17,68596,70761
17,68263,119059
17,66030,35609
17,66027,100321
17,66026,13701
17,65057,29033
17,62834,21130
17,62712,71847
17,61722,53193
17,60224,75943
17,60223,53046
17,52432,10497
17,48839,69361
17,40336,112568
17,35687,89948
17,33870,87
17,28296,11757
17,27257,49388
17,25643,91523
17,24624,44060
17,19227,71716
17,19014,86020
17,14606,27864
17,12752,24048
17,6920,6044
17,6862,104436
17,6222,2158
17,6074,79178
17,1927,57292
17,1128,51932
18,121327,21916
18,119628,119429
18,116253,118300
18,115856,17341
18,115482,120763
18,115146,118888
18,111829,34404
18,111145,115493
18,109883,40541
18,108696,114432
18,105339,116033
18,102993,18954
18,102334,69079
18,99880,69694
18,98728,81622
18,98726,46612
18,96468,8508
18,85895,117317
18,85390,57786
18,84942,37148
18,84940,61425
18,84572,8738
18,83017,43175
18,82454,59798
18,81524,81869
18,72900,84260
18,69439,13412
18,66778,107775
18,62162,103086
18,62069,43651
18,60589,117250
18,57186,111288
18,55019,2518
18,48673,70472
18,46488,62658
18,43454,59118
18,41794,67782
18,36545,22682
18,34652,22247
18,34648,63639
18,34646,119977
18,25887,81209
18,20625,75638
18,12167,33309
18,12163,109841
18,12070,2721
18,7388,16121
18,441,22041
19,119762,58412
19,116771,104193
19,112676,122561
19,111979,71416
19,110142,105669
19,109407,65066
19,101189,99565
19,92778,15744
19,91142,26365
19,85624,17102
19,84918,47152
19,84418,110634
19,79771,23818
19,74320,2805
19,73716,122785
19,68044,20294
19,59076,32040
19,55495,87879
19,48280,44414
19,2513,81994
20,123581,56210
20,122555,40635
20,121883,9284
20,119588,47186
20,117807,87853
20,109883,40541
20,109361,79362
20,107568,95091
20,107563,46955
20,107542,87280
20,106222,60568
20,104463,59730
20,104210,24218
20,99587,85656
20,99544,75690
20,99273,122226
20,99272,71908
20,96453,56562
20,95626,72471
20,95063,71430
20,94523,107776
20,93879,71108
20,93484,95429
20,92820,37124
20,92653,67213
20,92304,105292
20,92283,113057
20,91668,54459
20,91376,23167
20,86194,22890
20,85870,36236
20,84520,24286
20,84468,78163
20,82798,88921
20,79428,12900
20,78063,104118
20,76802,54997
20,74935,18099
20,73395,44210
20,73122,117254
20,72305,12732
20,70470,38210
20,70348,77614
20,69493,30390
20,68924,28499
20,68695,93354
20,65707,14948
20,64983,29604
20,64552,50903
20,64198,49643
20,62658,4237
20,60737,91558
20,58860,75182
20,57186,111288
20,54257,39099
20,53871,96080
20,52752,55603
20,52747,73387
20,48318,93354
20,44125,64942
20,38756,29686
20,38312,102565
20,33235,111904
20,32769,48412
20,28716,27436
20,27046,27609
20,25792,52412
20,25446,46493
20,24538,42483
20,23380,88423
20,19566,15823
20,18454,96665
20,17606,77606
20,17056,100080
20,12712,89633
20,12305,83458
20,11402,26094
20,9397,18913
20,8651,11636
20,8603,22629
20,7266,17141
20,7020,67537
20,5054,44152
20,4793,115329
20,4729,26537
20,4426,63221
20,4391,14194
20,3210,92591
20,2017,90453
20,1927,57292
20,871,58121
21,123438,1790
21,122962,23120
21,122891,5549
21,120554,44268
21,117513,56931
21,105941,25270
21,101020,110778
21,87643,36127
21,85633,18876
21,84707,82956
21,84137,64260
21,83994,119849
21,82216,62367
21,78454,102997
21,75963,104837
21,73939,8285
21,73585,110262
21,72648,89211
21,70562,266
21,70172,41684
21,69987,41301
21,65312,38360
21,62654,47035
21,59581,8938
21,57661,72962
21,56724,22932
21,56364,46113
21,50854,11622
21,50639,98201
21,46210,64999
21,45422,17849
21,44605,73257
21,40719,14841
21,37263,43400
21,36453,113817
21,33775,5632
21,29126,79312
21,27857,17620
21,22841,113277
21,20939,34194
21,16791,105726
21,15653,23849
21,14539,97534
21,13214,45763
21,8153,104203
21,7696,39952
21,6400,117039
21,6321,5548
21,4989,26574
21,4655,114536
21,773,99272
22,123497,92646
22,123123,93566
22,120362,75244
22,119800,104566
22,117952,122677
22,117105,113972
22,115331,102993
22,114211,34030
22,113190,57784
22,113066,123428
22,109560,107012
22,106506,108434
22,105364,6307
22,104541,899
22,102648,57452
22,102097,57088
22,101323,69730
22,100305,72628
22,97591,42605
22,96860,28302
22,95894,10107
22,95503,32046
22,94845,110425
22,94748,84707
22,89104,22686
22,85575,28931
22,84442,35589
22,80827,114087
22,80703,64291
22,80562,37979
22,79838,31988
22,77467,74461
22,77096,35343
22,70662,46340
22,67787,71053
22,67037,69240
22,64506,102993
22,63831,45406
22,62907,92089
22,61463,33158
22,61357,3035
22,59783,78790
22,59288,7379
22,57990,48153
22,57868,72838
22,56979,95585
22,55791,19047
22,55036,90971
22,54625,8184
22,51537,102993
22,51318,4244
22,50839,61515
22,49489,39809
22,48145,36291
22,46710,1059
22,46444,118806
22,44210,111829
22,40724,8169
22,40119,30893
22,39489,116625
22,39154,70045
22,37718,86784
22,36020,120241
22,32092,859
22,31569,71751
22,28777,32943
22,27740,89714
22,26094,1710
22,24158,59091
22,23818,6885
22,22322,4889
22,19401,50656
22,17935,75275
22,17274,69179
22,17127,68924
22,15706,79389
22,11678,29897
22,10801,53770
22,10189,22213
22,9352,83923
22,9099,123095
22,8651,11636
22,8026,58444
22,7608,90832
22,7081,84707
22,5462,19711
22,4989,26574
22,2803,101909
22,1878,95150
23,122829,17529
23,120189,77572
23,119858,100563
23,116619,17735
23,115331,51537
23,115295,37482
23,113862,15764
23,113525,92113
23,112225,7340
23,110425,81850
23,109648,106138
23,107359,79416
23,106720,86236
23,106470,28025
23,105356,99587
23,104688,81666
23,102058,43688
23,101876,32039
23,100869,66896
23,100549,269
23,96872,61530
23,96152,71913
23,95528,71562
23,94043,62369
23,93763,63498
23,93751,19323
23,92283,113057
23,88093,62930
23,84140,18417
23,81854,15462
23,81384,74418
23,77812,38190
23,76509,97472
23,76148,70783
23,71004,81595
23,69283,74406
23,68693,66064
23,68452,73484
23,67599,95928
23,64942,6524
23,64223,56640
23,61872,19323
23,58844,34515
23,56931,92242
23,54208,73910
23,52892,92811
23,52081,41928
23,49137,65482
23,49067,108404
23,44728,67264
23,44629,83302
23,40376,15
23,39501,66789
23,39435,31306
23,36946,47083
23,36566,72305
23,35061,89285
23,34519,12063
23,33882,98667
23,33403,120445
23,32990,37084
23,32988,84272
23,31038,10775
23,29604,45147
23,25230,14473
23,20466,103253
23,20171,99587
23,19754,94364
23,19711,77773
23,19633,70306
23,19520,28043
23,19393,74311
23,16338,18693
23,15929,65043
23,15180,51655
23,15137,18477
23,12831,47206
23,12021,6794
23,11947,94988
23,11823,115148
23,10189,22213
23,7167,99587
23,6888,21629
23,6263,105424
23,5501,6715
23,4828,67386
23,3072,2065
23,1423,71907
24,122947,17596
24,119912,106802
24,115435,65330
24,114160,99791
24,113008,44587
24,112390,99679
24,107874,25115
24,96286,59387
24,91647,12754
24,80936,88914
24,80609,84166
24,80046,19331
24,77465,19287
24,77188,85581
24,74101,716
24,69907,71634
24,65245,62288
24,61480,36596
24,61186,27020
24,57908,101479
24,55778,88901
24,55671,92808
24,46606,47097
24,40643,62858
24,39166,8651
24,31301,118134
24,29648,32137
24,24977,4835
24,16124,40820
24,14769,12973
24,14015,76843
24,12531,123191
24,4828,67386
24,3072,2065
24,2026,122196
25,121691,61678
25,120665,67899
25,120399,16598
25,119683,121796
25,119667,23927
25,119598,73395
25,118671,56353
25,116497,23011
25,114764,66071
25,114545,19861
25,111916,99626
25,111825,9989
25,111330,3379
25,110294,54846
25,108676,10010
25,108024,106259
25,106996,56885
25,106391,11301
25,106015,99868
25,104181,289
25,103890,72572
25,102807,46561
25,99587,85656
25,99154,96537
25,95450,61743
25,94400,21277
25,92778,15744
25,92725,88
25,89928,93550
25,86952,61480
25,86352,120460
25,86333,32451
25,86300,45556
25,83046,31577
25,82853,80810
25,81510,93898
25,79587,43840
25,74385,25456
25,74303,4439
25,74051,20994
25,71603,57085
25,70051,24768
25,65522,70448
25,59040,8653
25,58577,45619
25,56157,4789
25,55630,53984
25,55190,84795
25,51785,82837
25,51448,45303
25,48505,69913
25,42684,69476
25,42358,74131
25,41779,42502
25,41541,66699
25,41029,40816
25,40684,44764
25,38882,39231
25,38727,14632
25,36997,119594
25,33500,13002
25,33498,119063
25,33467,28525
25,32200,48976
25,30752,58937
25,30281,39321
25,27625,38427
25,20171,7167
25,17141,47435
25,13701,1513
25,13142,9883
25,10110,40571
25,6935,101186
25,2924,77308
25,2695,119311
25,2529,83225
25,2500,45522
26,119274,75820
26,117113,80102
26,115328,67512
26,113898,96922
26,107838,87820
26,102108,5485
26,98932,111210
26,73285,105025
26,73282,41859
26,68860,24216
26,46702,40555
26,46222,68366
26,36127,81827
26,31929,35600
26,27548,30195
26,23235,15167
26,17845,87447
27,123551,106905
27,123510,2307
27,122942,118775
27,122839,42917
27,122824,62756
27,122757,34843
27,121838,111325
27,120445,9543
27,118625,83320
27,118618,10318
27,117953,89371
27,117640,111665
27,117181,19759
27,116264,94897
27,113915,111964
27,110261,91527
27,109176,42472
27,106865,100044
27,105760,83505
27,105674,93396
27,103595,71790
27,103547,64345
27,103357,32184
27,102743,54625
27,102069,122733
27,101464,60819
27,100118,22259
27,99224,74663
27,97733,65629
27,97472,43065
27,94179,70006
27,90680,47355
27,89195,19488
27,84451,71160
27,75877,16490
27,75006,78315
27,72123,53957
27,71053,120504
27,66230,88519
27,65930,26776
27,60343,2052
27,58936,108027
27,56651,96468
27,55229,15383
27,53860,46256
27,53117,68997
27,52818,92076
27,49380,38559
27,46829,94158
27,46447,15925
27,46348,88734
27,44535,43519
27,41416,39395
27,41381,60589
27,40785,89534
27,36543,10895
27,32212,79984
27,31933,112180
27,31447,24168
27,31240,74695
27,27864,117435
